"KBA006385","화곡동복지","삼성아트빌","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11380','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","삼성홈타운","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25519','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","삼우","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22716','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","삼익플로리아","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112412','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","삼호","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104142','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","상진지오벨리","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103197','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","서림골드","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10428','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","서부인터빌","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9009','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","서현(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103066','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성광1차","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100545','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성광2차","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104707','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성삼하이츠","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13162','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성재","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109164','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성재세인트(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110891','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성재센트리움(143-6)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('113531','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성재센트리움(343-35)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('115803','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","성재센트리움(918-38)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('115781','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","세교예지안(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107761','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","세림(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110577','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","세양","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('15967','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","송민","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25371','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","송이","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('12871','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","수산동우","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('23199','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","수정","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16885','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","스위트벨리","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117225','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","스카이(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114978','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","승윤노블리안","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104000','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신도금잔디","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13669','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신세계1차","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9878','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신세계2차","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9065','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신영","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13885','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신원","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13331','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신원센스빌","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114876','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","신일골드빌","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9034','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","쌍용(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105907','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","아델리아I(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109113','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","아델리아III(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109115','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","아델리아ll(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109114','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","아델리아Ⅴ(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114077','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","양용아네스","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109943','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","에스알빌(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117982','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","에스엠벨리체(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105905','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","에스타워","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118310','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","에이원","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25272','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","엔프라2차(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('116215','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","엠타워","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108259','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","예가채Ⅱ(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112056','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","예지보금자리","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103971','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","오복뜨란채","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110456','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","오케이","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13997','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","올림푸스","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100998','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","요산페어뷰","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111925','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우공팰리스(1026-27)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105270','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우공팰리스(916-32)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26499','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우림필유","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10164','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우성(343-39)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104380','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우성(343-75)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104379','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우성(353-20)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9095','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우영","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104356','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우장산청솔","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25172','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","우진","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110877','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","원흥타운","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10096','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","위하우스(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('116276','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","유디코파크리움","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106236','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","유원펠리체(도시형)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105906','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","윤탁아트리움","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106745','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","율창(885-1)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13779','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","율창(888-1)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109226','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","은창","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13874','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","은하","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('23857','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","은하수","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22355','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","일광","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104141','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","일현세일","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13655','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","임탑A","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112640','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","임탑B","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112641','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","제이월드","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8570','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","제일에비앙","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25060','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","주얼리","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16899','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","중앙","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('24084','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","지석","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9548','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","진명","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105838','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","진민그린","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103278','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","진성","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26848','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","진흥","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('15634','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","창대","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26732','KBA006385',1000000013,NOW(),1000000013,NOW());"
"KBA006385","화곡동복지","천우(401-2)","화곡동","강서구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111091','KBA006385',1000000013,NOW(),1000000013,NOW());"
