"KBA001016","동신점보","서동해피플러스","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101915','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","성명","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106727','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","성한","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107823','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","성호빌라트","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117721','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","세신(1631-1)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109002','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","세신(461-1)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101755','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","스카이파크","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119510','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","스타트홈","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119471','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","아리랑빌라트","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('116562','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","아진맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110425','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","아크로파트","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('24372','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","앞산랜드마크","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117945','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","앞산클래식명가","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106769','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","에이플러스명작","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('115798','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","영대맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111697','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","영선","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106621','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","우방코스모스(1198-3)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('4026','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","우방코스모스(1593-5)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106062','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","유성맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108860','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","이지원대명","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111811','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","이지원빌","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110205','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","이지원캐슬","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112685','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","제2경일맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112922','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","조은하이빌","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22717','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","천호","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111945','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","현대까멜리아","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112099','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","현우팰리스","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114631','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","호창프레시앙","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118421','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","효동","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104625','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","휴앤","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108154','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA001016","동신점보","흥아","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16751','KBA001016',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","강남골든하이츠","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110372','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","경일","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111401','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","경일맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108525','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","계명맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109242','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","골든뷰파크","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114146','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","광명맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110848','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","궁전하이츠","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110350','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","금강리치타운","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118613','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","금오","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108002','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","나나바루아","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111471','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","노블캐슬","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114774','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","다채움","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112553','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","대명","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104459','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","대명드림힐츠","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114503','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","대명이파크","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108930','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","대명하이츠","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118464','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","더푸르지오","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111489','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","동신맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('4018','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","동아통일","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108526','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","드림팰리스","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('113431','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","로얄하이츠맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16756','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","사랑채","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('113374','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","삼성공원","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25524','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","삼아맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104392','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","삼정비취","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110934','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","서동해피플러스","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101915','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","성명","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106727','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","성한","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107823','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","성호빌라트","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117721','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","세신(1631-1)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109002','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","세신(461-1)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101755','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","스카이파크","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119510','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","스타트홈","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119471','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","아리랑빌라트","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('116562','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","아진맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110425','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","아크로파트","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('24372','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","앞산랜드마크","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117945','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","앞산클래식명가","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106769','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","에이플러스명작","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('115798','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","영대맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111697','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","영선","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106621','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","우방코스모스(1198-3)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('4026','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","우방코스모스(1593-5)","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106062','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","유성맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108860','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","이지원대명","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111811','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","이지원빌","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110205','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","이지원캐슬","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112685','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","제2경일맨션","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112922','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","조은하이빌","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22717','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","천호","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('111945','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","현대까멜리아","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112099','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","현우팰리스","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114631','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","호창프레시앙","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118421','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","효동","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104625','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","휴앤","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108154','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA015903","대명동이-파크","흥아","대명동","남구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16751','KBA015903',1000000013,NOW(),1000000013,NOW());"
"KBA006288","보성주택","내당보성","두류동","달서구","대구광역시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16794','KBA006288',1000000013,NOW(),1000000013,NOW());"
