KB_REGN_NM,KB_REGN_NM,KB_REGN_NM,CMPX_IDF_ID,CMPX_IDF_NM,TOT_HSHL_CNT,NV세대수,NV_CMPX_NM,NV_CMPX_ID,KB주택형,NV주택형,REG_USER_ID
북변동,김포시,경기도,KBA004621,풍년마을(한라),450,900,풍년2단지청구한라,4702,"72.72A㎡/59.97㎡&,72.72B㎡/59.99㎡&","면적73B㎡&,면적73A㎡&",1000000015
북변동,김포시,경기도,KBA006193,풍년마을(청구),450,900,풍년2단지청구한라,4702,"72.72A㎡/59.97㎡&,72.72B㎡/59.99㎡&","면적73B㎡&,면적73A㎡&",1000000015
사우동,김포시,경기도,KBA005422,풍년마을(신명),192,384,"풍년1단지동양,신명",3930,105.78㎡/84.98㎡&,면적107㎡&,1000000015
사우동,김포시,경기도,KBA009477,풍년마을(동양),192,384,"풍년1단지동양,신명",3930,105.78㎡/84.98㎡&,면적107㎡&,1000000015
사우동,김포시,경기도,KBA008841,김포,224,239,김포,9282,"55.46㎡/38.61㎡&,61.31㎡/43.29㎡&,63.67㎡/45.18㎡&","면적52A㎡&,면적55B㎡&,면적60㎡&,면적61A㎡&,면적63B㎡&,면적63C㎡&",1000000001
풍무동,김포시,경기도,KBA002554,양도마을(대림e편한세상),587,575,양도대림e편한세상,8171,"99.22A㎡/79.51㎡&,99.23B㎡/79.36㎡&","면적99A㎡&,면적99B㎡&",1000000012
오남읍,남양주시,경기도,KBA012511,오남쌍용스윗닷홈지티,901,451,오남쌍용스윗닷홈Gity2단지,12479,"80.61㎡/59.95㎡&,106.7㎡/84.87㎡&","면적80㎡&,면적106㎡&",1000000012
오남읍,남양주시,경기도,KBA003864,진주(9차),299,240,진주9차,14503,"50.09㎡/39.96㎡&,67.86㎡/55.8㎡&,82.6㎡/68.94㎡&,100.28㎡/84.6㎡&","면적50㎡&,면적67㎡&,면적82㎡&,면적100㎡&",1000000002
고강동,부천시,경기도,KBA010243,오화,50,49,오화,14266,"62.23㎡/46.54㎡&,88.39㎡/67.96㎡&,91.8㎡/70.75㎡&","면적62㎡&,면적88㎡&,면적91㎡&",1000000001
고강동,부천시,경기도,KBA001834,고강(1단지),338,208,고강1차,1671,"62.99㎡/44.73㎡&,66.66㎡/47.7㎡&,70.46㎡/50.67㎡&,78.04㎡/56.61㎡&,81.99㎡/59.97㎡&,97㎡/71.46㎡&","면적62㎡&,면적66㎡&,면적70㎡&,면적78㎡&,면적81㎡&,면적97㎡&",1000000014
고강동,부천시,경기도,KBA008698,삼우,260,160,삼우(396),1677,"50.42㎡/38.97㎡&,58.84㎡/46.26㎡&","면적50㎡&,면적58㎡&",1000000012
고강동,부천시,경기도,KBA007623,새보미,75,93,새보미,1679,63.61㎡/47.61㎡&,면적63㎡&,1000000001
고강동,부천시,경기도,KBA003150,유호,100,95,유호,1682,"64.55㎡/47.78㎡&,68.55㎡/51.02㎡&,85.77㎡/59.31㎡&","면적64㎡&,면적68㎡&,면적85㎡&",1000000001
고강동,부천시,경기도,KBA017578,동광모닝스카이,182,138,동광모닝스카이1차,26261,"104.77㎡/84.98㎡&,106.2㎡/84.98㎡&",면적104㎡&,1000000004
괴안동,부천시,경기도,KBA004955,조공1차.,223,224,역곡조공1차,1692,"62.3㎡/50.35㎡&,71.51㎡/58.54㎡&,74.47㎡/61.27㎡&,80.46㎡/66.64㎡&","면적62㎡&,면적71㎡&,면적74㎡&,면적80㎡&",1000000012
괴안동,부천시,경기도,KBA004688,역곡현대1차,370,220,"역곡현대1,2,3차",2748,"51.85㎡/37.96㎡&,54.98㎡/40.57㎡&,68.38㎡/51.37㎡&,72.73㎡/51.45㎡&,76.03㎡/51.37㎡&,82.65㎡/59.85㎡&,85.95㎡/62.33㎡&","면적51㎡&,면적54㎡&,면적68㎡&",1000000015
내동,부천시,경기도,KBA024205,이룸이루미,84,48,이룸이루미,105507,100.87㎡/81.38㎡&,면적100㎡&,1000000001
도당동,부천시,경기도,KBA003768,복사골(2차),120,118,복사골2차,10754,"69.11㎡/52.38㎡&,79.94㎡/60.84㎡&,85.97㎡/65.07㎡&,77.05㎡/58.23㎡&,72.49㎡/54.99㎡&","면적69㎡&,면적72㎡&,면적74A㎡&,면적77B㎡&,면적78A㎡&,면적79B㎡&,면적85㎡&",1000000002
상동,부천시,경기도,KBA004257,사랑선경,304,938,"사랑벽산,선경,삼익",1395,"122.31㎡/101.88㎡&,138.84㎡/114.3㎡&,161.98㎡/134.91㎡&,188.43㎡/156.15㎡&","면적120㎡&,면적123㎡&,면적135㎡&,면적138㎡&,면적159㎡&,면적163㎡&,면적189㎡&",1000000015
상동,부천시,경기도,KBA006010,사랑벽산,324,938,"사랑벽산,선경,삼익",1395,"122.31㎡/101.88㎡&,138.84㎡/114.3㎡&,161.98㎡/134.91㎡&,188.43㎡/156.15㎡&","면적120㎡&,면적123㎡&,면적135㎡&,면적138㎡&,면적159㎡&,면적163㎡&,면적189㎡&",1000000015
상동,부천시,경기도,KBA008210,사랑삼익,310,938,"사랑벽산,선경,삼익",1395,"122.31㎡/101.88㎡&,138.84㎡/114.3㎡&,161.98㎡/134.91㎡&","면적120㎡&,면적123㎡&,면적135㎡&,면적138㎡&,면적159㎡&,면적163㎡&,면적189㎡&",1000000015
상동,부천시,경기도,KBA000079,한아름마을(2차동아),476,1428,"한아름삼환,동아,동성",1404,"82.64㎡/59.4㎡&,105.78㎡/84.87㎡&","면적81㎡&,면적104㎡&",1000000015
상동,부천시,경기도,KBA009203,한아름마을(2차삼환),476,1428,"한아름삼환,동아,동성",1404,"82.64㎡/59.4㎡&,105.78㎡/84.87㎡&","면적81㎡&,면적104㎡&",1000000015
상동,부천시,경기도,KBA009398,한아름마을(2차동성),476,1428,"한아름삼환,동아,동성",1404,"82.64㎡/59.4㎡&,105.78㎡/84.87㎡&","면적81㎡&,면적104㎡&",1000000015
상동,부천시,경기도,KBA000588,한아름마을(1차라이프),412,1236,"한아름라이프,현대",1406,"79.33㎡/59.58㎡&,92.56㎡/77.1㎡&,105.78㎡/84.9㎡&","면적77㎡&,면적90㎡&,면적92㎡&,면적103㎡&,면적104㎡&",1000000015
상동,부천시,경기도,KBA003385,한아름마을(1차현대),824,1236,"한아름라이프,현대",1406,"79.33㎡/59.4㎡&,92.56㎡/75.18㎡&,105.78㎡/84.77㎡&","면적77㎡&,면적90㎡&,면적92㎡&,면적103㎡&,면적104㎡&",1000000015
상동,부천시,경기도,KBA005353,라일락마을(유림넥스빌),286,572,"라일락대우,유림",3599,112.39㎡/84.91㎡&,"면적115A㎡&,면적115B㎡&",1000000015
상동,부천시,경기도,KBA008115,라일락마을(대우이안),286,572,"라일락대우,유림",3599,112.39㎡/84.98㎡&,"면적115A㎡&,면적115B㎡&",1000000015
소사본동,부천시,경기도,KBA002105,삼성,262,524,삼성.두산,3961,"158.67㎡/134.97㎡&,122.31㎡/101.82㎡&","면적122㎡&,면적158㎡&",1000000015
소사본동,부천시,경기도,KBA010131,두산,262,524,삼성.두산,3961,"122.31㎡/101.82㎡&,158.67㎡/134.97㎡&","면적122㎡&,면적158㎡&",1000000015
송내동,부천시,경기도,KBA007046,동신(2차),80,50,동신2차,11013,75.09㎡/56.76㎡&,면적75㎡&,1000000002
심곡본동,부천시,경기도,KBA015531,보강센트럴빌(1차),74,72,보강센트럴빌1차,11187,82.42㎡/66.17㎡&,면적82㎡&,1000000002
약대동,부천시,경기도,KBA023202,부천위브트레지움2단지,1223,1013,부천위브트레지움2단지,27540,"84.28㎡/59.98㎡&,110.45㎡/84.98㎡&,113.98㎡/84.98㎡&,147.11㎡/114.98㎡&","면적84㎡&,면적110A㎡&,면적110B㎡&,면적113B㎡&,면적113C㎡&,면적114A㎡&,면적147A㎡&,면적147B㎡&",1000000001
역곡동,부천시,경기도,KBA011334,예원,190,182,예원,9156,"66.51㎡/61.11㎡&,69.93㎡/64.17㎡&,82.08㎡/76.32㎡&","면적66㎡&,면적69㎡&,면적82㎡&",1000000001
역곡동,부천시,경기도,KBA000716,건우,104,102,건우,9197,"62.1㎡/43.92㎡&,64.8㎡/46.08㎡&","면적62㎡&,면적64㎡&",1000000001
역곡동,부천시,경기도,KBA008009,동성,94,90,동성,9643,"54.98㎡/41.52㎡&,68.03㎡/52.46㎡&","면적54㎡&,면적68㎡&",1000000001
원종동,부천시,경기도,KBA006007,동진(2차),115,70,동진2차,11298,"53.47㎡/39.69㎡&,60.85㎡/45.45㎡&,76.04㎡/58.32㎡&","면적53㎡&,면적60㎡&,면적76㎡&",1000000002
원종동,부천시,경기도,KBA023220,용상,56,55,용상,11685,"99.23㎡/79.45㎡&,86.52㎡/79.51㎡&","면적61㎡&,면적75㎡&,면적86㎡&,면적93㎡&,면적99㎡&",1000000001
원종동,부천시,경기도,KBA003814,삼신(12차),160,165,삼신12차,14117,"57.13㎡/42.34㎡&,67.13㎡/50.61㎡&,80.01㎡/56.73㎡&","면적57㎡&,면적67㎡&,면적80㎡&",1000000002
원종동,부천시,경기도,KBA002300,성락,99,97,성락,2653,65.35㎡/46.26㎡&,면적65㎡&,1000000001
중동,부천시,경기도,KBA010365,복사골(건영1차),700,50,복사골,10962,"52.89㎡/39.55㎡&,72.72㎡/56.58㎡&","면적53㎡&,면적53A㎡&,면적65㎡&",1000000014
중동,부천시,경기도,KBA003424,미리내마을(금호),336,712,그린타운금호한양,1407,"56.19㎡/41.85㎡&,105.78㎡/84.93㎡&","면적106(한양)㎡&,면적108(한양)㎡&,면적120(한양)㎡&,면적120(금호)㎡&,면적143(한양)㎡&,면적159(금호)㎡&,면적159(한양)㎡&,면적174(한양)㎡&,면적195(금호)㎡&,면적195(한양)㎡&",1000000015
중동,부천시,경기도,KBA006866,그린타운(한양),356,712,그린타운금호한양,1407,"122.31㎡/101.95㎡&,161.98㎡/134.96㎡&,201.65㎡/165.02㎡&","면적106(한양)㎡&,면적108(한양)㎡&,면적120(한양)㎡&,면적120(금호)㎡&,면적143(한양)㎡&,면적159(금호)㎡&,면적159(한양)㎡&,면적174(한양)㎡&,면적195(금호)㎡&,면적195(한양)㎡&",1000000015
중동,부천시,경기도,KBA007910,그린타운(금호),712,712,그린타운금호한양,1407,"122.31㎡/101.97㎡&,161.98㎡/134.63㎡&,201.65㎡/164.9㎡&","면적106(한양)㎡&,면적108(한양)㎡&,면적120(한양)㎡&,면적120(금호)㎡&,면적143(한양)㎡&,면적159(금호)㎡&,면적159(한양)㎡&,면적174(한양)㎡&,면적195(금호)㎡&,면적195(한양)㎡&",1000000015
중동,부천시,경기도,KBA000736,미리내마을(삼성),410,592,"그린타운삼성,우성",1408,"42.97㎡/33.54㎡&,52.89㎡/42.51㎡&,69.42㎡/54㎡&","면적122㎡&,면적124㎡&,면적152㎡&,면적158㎡&,면적193㎡&,면적198㎡&",1000000015
중동,부천시,경기도,KBA008747,그린타운(우성1차),236,592,"그린타운삼성,우성",1408,"125.62㎡/101.52㎡&,155.37㎡/128.94㎡&,198.34㎡/167.83㎡&","면적122㎡&,면적124㎡&,면적152㎡&,면적158㎡&,면적193㎡&,면적198㎡&",1000000015
중동,부천시,경기도,KBA011132,그린타운(삼성),356,592,"그린타운삼성,우성",1408,"125.62㎡/101.7㎡&,161.98㎡/133.47㎡&,201.65㎡/173.86㎡&","면적122㎡&,면적124㎡&,면적152㎡&,면적158㎡&,면적193㎡&,면적198㎡&",1000000015
중동,부천시,경기도,KBA003497,꿈마을(삼환),348,698,꿈삼환한진,1414,"79.33㎡/59.88㎡&,102.47㎡/81.48㎡&,125.62㎡/101.52㎡&,161.98㎡/134.46㎡&","면적79(삼환)㎡&,면적79(한진)㎡&,면적99(삼환)㎡&,면적99(한진)㎡&,면적122(삼환)㎡&,면적122(한진)㎡&,면적156(삼환)㎡&,면적156(한진)㎡&",1000000015
중동,부천시,경기도,KBA007742,꿈마을(한진),350,698,꿈삼환한진,1414,"161.98㎡/134.46㎡&,79.33㎡/59.88㎡&,102.47㎡/81.48㎡&,125.62㎡/101.52㎡&","면적79(삼환)㎡&,면적79(한진)㎡&,면적99(삼환)㎡&,면적99(한진)㎡&,면적122(삼환)㎡&,면적122(한진)㎡&,면적156(삼환)㎡&,면적156(한진)㎡&",1000000015
중동,부천시,경기도,KBA004773,꿈마을(서안),246,492,꿈건영서안,1415,"79.33㎡/59.98㎡&,109.09㎡/84.96㎡&,125.62㎡/101.82㎡&,161.98㎡/133.92㎡&","면적75(건영)㎡&,면적77(서안)㎡&,면적105(서안)㎡&,면적106(건영)㎡&,면적122(건영)㎡&,면적123(서안)㎡&,면적158(서안)㎡&,면적158(건영)㎡&",1000000014
중동,부천시,경기도,KBA007006,꿈마을(건영),246,492,꿈건영서안,1415,"79.33㎡/59.98㎡&,109.09㎡/84.96㎡&,125.62㎡/101.82㎡&,161.98㎡/133.92㎡&","면적75(건영)㎡&,면적77(서안)㎡&,면적105(서안)㎡&,면적106(건영)㎡&,면적122(건영)㎡&,면적123(서안)㎡&,면적158(서안)㎡&,면적158(건영)㎡&",1000000014
중동,부천시,경기도,KBA000176,미리내마을(한양),336,1008,"미리내금호,한양,한신",1419,"56.19㎡/41.09㎡&,105.78㎡/84.9㎡&","면적57㎡&,면적103㎡&",1000000015
중동,부천시,경기도,KBA004445,미리내마을(한신),336,1008,"미리내금호,한양,한신",1419,"56.19㎡/41.85㎡&,105.78㎡/84.96㎡&","면적57㎡&,면적103㎡&",1000000015
중동,부천시,경기도,KBA004561,복사골(건영),330,1030,복사골건영,25776,"102.47㎡/78.06㎡&,109.09㎡/84.23㎡&","면적52㎡&,면적74㎡&,면적97㎡&,면적105㎡&",1000000002
춘의동,부천시,경기도,KBA016138,춘의동리치빌,85,84,춘의리치빌,13996,"105.79㎡/80.89㎡&,113.63㎡/86.31㎡&","면적86㎡&,면적90㎡&,면적105㎡&,면적113㎡&",1000000009
백현동,성남시,경기도,KBA021565,백현마을(휴먼시아2단지),777,772,백현2단지휴먼시아,27643,"108.07A㎡/84.5㎡&,108.48B㎡/84.82㎡&","면적108A㎡&,면적108B-1㎡&,면적108A-1㎡&,면적108B㎡&",1000000012
서현동,성남시,경기도,KBA003820,효자촌(미래타운),162,160,효자촌미래타운,1716,"122.03㎡/101.94㎡&,157.21㎡/134.64㎡&","면적122㎡&,면적157㎡&",1000000002
서현동,성남시,경기도,KBA001380,효자촌(화성),564,872,"효자촌화성,럭키",17444,"76.03㎡/53.82㎡&,92.56㎡/70.68㎡&,109.09㎡/84.69㎡&","면적73㎡&,면적90㎡&,면적104㎡&",1000000015
서현동,성남시,경기도,KBA005011,효자촌(LG),308,872,"효자촌화성,럭키",17444,"76.03㎡/53.82㎡&,92.56㎡/70.68㎡&,109.09㎡/84.69㎡&","면적73㎡&,면적90㎡&,면적104㎡&",1000000015
서현동,성남시,경기도,KBA003819,효자촌(대우),576,902,"효자촌대우,대창",1817,"76.03㎡/53.82㎡&,92.56㎡/70.68㎡&,109.09㎡/84.69㎡&","면적73㎡&,면적90㎡&,면적104㎡&",1000000015
서현동,성남시,경기도,KBA005934,효자촌(대창),326,902,"효자촌대우,대창",1817,"76.03㎡/53.82㎡&,92.56㎡/70.68㎡&,109.09㎡/84.69㎡&","면적73㎡&,면적90㎡&,면적104㎡&",1000000015
수내동,성남시,경기도,KBA003397,양지마을(금호),1490,814,"양지3,5단지금호,한양",100754,"85.95㎡/59.62㎡&,103.43㎡/84.9㎡&,128.93㎡/101.91㎡&,157.98㎡/134.48㎡&,185.12㎡/154.07㎡&,192.83㎡/164.25㎡&,228.84㎡/193.85㎡&,227.27㎡/198.45㎡&","면적113㎡&,면적124A㎡&,면적126B㎡&,면적138㎡&,면적157A㎡&,면적163B㎡&,면적180㎡&,면적224㎡&",1000000014
수내동,성남시,경기도,KBA011019,양지마을(청구),896,768,양지2단지청구,1980,"79.34㎡/55.44㎡&,92.56㎡/65.09㎡&,104.1㎡/84.6㎡&,107.3㎡/84.99㎡&,160.5㎡/134.8㎡&,206.16㎡/173.96㎡&,231.92㎡/197.77㎡&","면적104㎡&,면적107㎡&,면적160㎡&,면적206㎡&,면적231㎡&",1000000014
수내동,성남시,경기도,KBA003156,양지마을(한양),2006,1430,양지5단지한양,1994,"38.72㎡/28.16㎡&,48.24㎡/35.1㎡&,58.52㎡/42.56㎡&,59.86㎡/48.51㎡&,79.14㎡/59.4㎡&,79.62㎡/59.76㎡&,106.64㎡/84.9㎡&,126.36㎡/101.93㎡&,138.87㎡/114.48㎡&,163.22㎡/134.55㎡&,198.84㎡/164.4㎡&,238.08㎡/200.61㎡&","면적38㎡&,면적48㎡&,면적58㎡&,면적59㎡&,면적99㎡&,면적106㎡&,면적138㎡&,면적163㎡&,면적173㎡&,면적198㎡&,면적220㎡&,면적238㎡&",1000000014
수내동,성남시,경기도,KBA007186,파크타운(서안),799,798,파크타운서안,3087,"77.57㎡/59.32㎡&,105.14㎡/84.6㎡&,110.87㎡/84.78㎡&,124.58㎡/101.91㎡&,125.44㎡/101.83㎡&,157.54㎡/131.49㎡&,162.3㎡/134.41㎡&,166.75㎡/134.91㎡&,167.42㎡/134.71㎡&,217.87㎡/186.09㎡&,219.83㎡/184.78㎡&,229.47㎡/191.52㎡&","면적77㎡&,면적105㎡&,면적110㎡&,면적124A㎡&,면적125B㎡&,면적157㎡&,면적162㎡&,면적166B㎡&,면적167A㎡&,면적217B㎡&,면적219A㎡&,면적229A㎡&,면적229B㎡&",1000000002
수진동,성남시,경기도,KBA009148,MD,100,63,MD,9658,102.7㎡/84.87㎡&,면적102㎡&,1000000001
야탑동,성남시,경기도,KBA007602,탑마을(진덕),1166,584,탑5단지타워빌,2877,"122.31㎡/101.91㎡&,158.67㎡/131.4㎡&,158.67복층㎡/131.91㎡&","면적122㎡&,면적154㎡&,면적158㎡&",1000000015
야탑동,성남시,경기도,KBA008232,탑마을(쌍용),1166,584,탑5단지타워빌,2877,"122.31㎡/101.91㎡&,158.67㎡/131.4㎡&","면적122㎡&,면적154㎡&,면적158㎡&",1000000015
야탑동,성남시,경기도,KBA001008,탑마을(경향),1166,582,탑3단지타워빌,8859,"122.31㎡/101.91㎡&,158.67㎡/131.4㎡&","면적122㎡&,면적154㎡&,면적158㎡&",1000000015
야탑동,성남시,경기도,KBA011105,탑마을(기산),1166,582,탑3단지타워빌,8859,"122.31㎡/101.91㎡&,158.67㎡/131.4㎡&","면적122㎡&,면적154㎡&,면적158㎡&",1000000015
양지동,성남시,경기도,KBA024187,양우내안애,68,67,양우내안애,103005,"80.93㎡/59.95㎡&,84.44㎡/63.81㎡&,95.93㎡/73.67㎡&,110.92㎡/84.8㎡&","면적80㎡&,면적84㎡&,면적95㎡&,면적110㎡&,면적178㎡&",1000000001
양지동,성남시,경기도,KBA009368,통보,80,78,통보,1740,"61.46㎡/54.32㎡&,66.36㎡/58.8㎡&,76.86㎡/69.72㎡&,82.92㎡/75.34㎡&","면적61A㎡&,면적61B㎡&,면적66㎡&,면적76㎡&,면적82㎡&",1000000001
운중동,성남시,경기도,KBA022412,산운마을(13단지태영데시앙),587,1396,산운13단지휴먼시아데시앙,27507,106.97㎡/84.92㎡&,"면적106D㎡&,면적107A㎡&,면적107C㎡&,면적107B㎡&",1000000014
이매동,성남시,경기도,KBA000930,아름마을(두산),566,1132,아름4단지두산삼호,2392,"72.72㎡/59.79㎡&,102.47㎡/84.84㎡&,125.62㎡/101.82㎡&,158.67㎡/132.72㎡&,191.73㎡/158.4㎡&,214.87㎡/178.23㎡&","면적71㎡&,면적102㎡&,면적123㎡&,면적156㎡&,면적188㎡&,면적209㎡&",1000000015
이매동,성남시,경기도,KBA004548,아름마을(삼호),566,1132,아름4단지두산삼호,2392,"72.72㎡/59.79㎡&,102.47㎡/84.84㎡&,125.62㎡/101.82㎡&,158.67㎡/132.72㎡&,191.73㎡/158.4㎡&,214.87㎡/178.23㎡&","면적71㎡&,면적102㎡&,면적123㎡&,면적156㎡&,면적188㎡&,면적209㎡&",1000000015
이매동,성남시,경기도,KBA002342,이매촌(진흥),828,832,이매진흥,2537,"75.16㎡/59.58㎡&,102.32㎡/84.63㎡&,122.45㎡/101.89㎡&,156.08㎡/134.91㎡&","면적75㎡&,면적102㎡&,면적122㎡&,면적156㎡&",1000000012
정자동,성남시,경기도,KBA009667,느티마을경남연립,100,200,"느티마을경남,선경",14533,"158.67㎡/134.97㎡&,198.34㎡/164.84㎡&","면적158A㎡&,면적159B㎡&,면적195㎡&,면적199㎡&",1000000013
정자동,성남시,경기도,KBA002028,한솔마을주공(5단지),1158,1156,한솔5단지주공,2767,"57.4㎡/41.85㎡&,60.27㎡/41.85㎡&,61.79㎡/42.75㎡&,74.39㎡/51.66㎡&,101.11㎡/74.16㎡&","면적57㎡&,면적60㎡&,면적61㎡&,면적74㎡&,면적100㎡&,면적101㎡&",1000000013
정자동,성남시,경기도,KBA012042,미켈란쉐르빌,802,803,미켈란쉐르빌,8409,"185.35A㎡/150.91㎡&,186.37B㎡/151.74㎡&,186.54C㎡/151.88㎡&,190.49A㎡/155.1㎡&,190.5B㎡/155.11㎡&,193.53A㎡/157.57㎡&,192.86B㎡/157.03㎡&,202.97㎡/165.25㎡&,239.28㎡/194.81㎡&,165.8㎡/134.99㎡&,300.55㎡/244.7㎡&,24.52㎡/19.96㎡&,35.57㎡/28.96㎡&","면적21C㎡&,면적23A㎡&,면적24B㎡&,면적25A㎡&,면적26B㎡&,면적28㎡&,면적35A㎡&,면적37B㎡&,면적41㎡&,면적43A㎡&,면적44B㎡&,면적46A㎡&,면적46B㎡&,면적49A㎡&,면적50B㎡&,면적57㎡&,면적101㎡&,면적165㎡&,면적185A㎡&,면적186B㎡&,면적186C㎡&,면적190A㎡&,면적190B㎡&,면적192C㎡&,면적193㎡&,면적202㎡&,면적233㎡&,면적239㎡&,면적300㎡&,면적336㎡&",1000000001
하대원동,성남시,경기도,KBA000690,삼두,60,70,삼두,10072,60.82㎡/45.84㎡&,"면적57㎡&,면적60㎡&",1000000001
권선동,수원시,경기도,KBA027420,수원아이파크시티5단지,704,1152,"수원아이파크시티5,6단지",107330,"83.63A㎡/59.96㎡&,85.07B㎡/59.98㎡&,84.4D㎡/59.82㎡&,104.41㎡/74.72㎡&,117.41A㎡/84.8㎡&,118.3B㎡/84.94㎡&,117.7C㎡/84.99㎡&","면적82A2㎡&,면적82C㎡&,면적83A1㎡&,면적84B㎡&,면적84D㎡&,면적85B㎡&,면적103㎡&,면적104㎡&,면적116C㎡&,면적117D㎡&,면적117A㎡&,면적117C㎡&,면적118B㎡&,면적138㎡&",1000000015
권선동,수원시,경기도,KBA027421,수원아이파크시티6단지,448,1152,"수원아이파크시티5,6단지",107330,"82.69A㎡/59.96㎡&,82.86C㎡/59.83㎡&,84.13B㎡/59.98㎡&,103.23㎡/74.72㎡&,117D㎡/84.89㎡&,116.34C㎡/84.99㎡&,138.51㎡/101.91㎡&","면적82A2㎡&,면적82C㎡&,면적83A1㎡&,면적84B㎡&,면적84D㎡&,면적85B㎡&,면적103㎡&,면적104㎡&,면적116C㎡&,면적117D㎡&,면적117A㎡&,면적117C㎡&,면적118B㎡&,면적138㎡&",1000000015
권선동,수원시,경기도,KBA003964,벽산,282,368,벽산,1754,"125.62㎡/101.78㎡&,171.9㎡/134.95㎡&","면적104B㎡&,면적105A㎡&",1000000014
권선동,수원시,경기도,KBA006277,벽산(삼호),368,368,벽산,1754,105.06㎡/84.97㎡&,"면적104B㎡&,면적105A㎡&",1000000014
권선동,수원시,경기도,KBA010412,한성,280,562,벽산한성,1755,"125.62㎡/101.88㎡&,165.29㎡/134.97㎡&","면적126A㎡&,면적126B㎡&,면적164㎡&,면적171㎡&",1000000013
권선동,수원시,경기도,KBA006781,풍림,276,552,신안풍림,1763,"122.31㎡/101.97㎡&,161.98㎡/134.07㎡&","면적121A㎡&,면적121B㎡&,면적159A㎡&,면적159B㎡&",1000000013
권선동,수원시,경기도,KBA000427,보성유원(보성),600,1200,"보성,유원",1766,79.33㎡/60㎡&,"면적79㎡&,면적83㎡&",1000000015
권선동,수원시,경기도,KBA006218,보성유원(유원),600,1200,"보성,유원",1766,82.64㎡/59.76㎡&,"면적79㎡&,면적83㎡&",1000000015
연무동,수원시,경기도,KBA010793,태영,151,86,태영,2696,"72.25㎡/59.2㎡&,86.66㎡/71.4㎡&,102.52㎡/84.86㎡&","면적72㎡&,면적86㎡&",1000000001
영통동,수원시,경기도,KBA006194,벽산(황골),464,928,"벽산,풍림",10685,109.09㎡/84.96㎡&,"면적109B㎡&,면적109A㎡&",1000000015
영통동,수원시,경기도,KBA006282,풍림(황골),464,928,"벽산,풍림",10685,109.09㎡/84.84㎡&,"면적109B㎡&,면적109A㎡&",1000000015
영통동,수원시,경기도,KBA007085,벽산(청명),621,928,"벽산,풍림",10685,"95.86㎡/73.79㎡&,109.09㎡/84.96㎡&","면적109B㎡&,면적109A㎡&",1000000015
영통동,수원시,경기도,KBA008702,신나무실풍림,388,928,"벽산,풍림",10685,"95.86㎡/75.69㎡&,109.09㎡/84.9㎡&","면적109B㎡&,면적109A㎡&",1000000015
영통동,수원시,경기도,KBA004617,신명(신나무실),422,836,"신나무실6단지동보,신명",12042,105.78㎡/84.9㎡&,면적106㎡&,1000000015
영통동,수원시,경기도,KBA004859,동보(신나무실),414,836,"신나무실6단지동보,신명",12042,105.78㎡/84.9㎡&,면적106㎡&,1000000015
영통동,수원시,경기도,KBA001304,우성(벽적골),614,1842,"벽적골8단지두산,우성.한신",12045,79.33㎡/59.84㎡&,"면적80A㎡&,면적80B㎡&",1000000015
영통동,수원시,경기도,KBA002233,벽적골한신,614,1842,"벽적골8단지두산,우성.한신",12045,79.33㎡/59.84㎡&,"면적80A㎡&,면적80B㎡&",1000000015
영통동,수원시,경기도,KBA007594,두산(벽적골),614,1842,"벽적골8단지두산,우성.한신",12045,79.33㎡/59.84㎡&,"면적80A㎡&,면적80B㎡&",1000000015
영통동,수원시,경기도,KBA003557,신원,334,574,"신원,미주",13465,"125.62㎡/101.71㎡&,161.98㎡/134.99㎡&","면적127A㎡&,면적127B㎡&,면적143㎡&,면적145㎡&,면적164A㎡&,면적164B㎡&",1000000015
영통동,수원시,경기도,KBA005424,미주,240,574,"신원,미주",13465,"125.62㎡/101.99㎡&,161.98㎡/134.78㎡&","면적127A㎡&,면적127B㎡&,면적143㎡&,면적145㎡&,면적164A㎡&,면적164B㎡&",1000000015
영통동,수원시,경기도,KBA000214,영통(동아),320,1248,"살구골진덕,서광,성지,동아",1800,"125.62㎡/101.25㎡&,161.98㎡/134.88㎡&","면적126㎡&,면적163㎡&,면적197㎡&",1000000015
영통동,수원시,경기도,KBA002072,영통(성지),288,1248,"살구골진덕,서광,성지,동아",1800,"125.62㎡/101.25㎡&,161.98㎡/134.88㎡&,195.04㎡/164.85㎡&","면적126㎡&,면적163㎡&,면적197㎡&",1000000015
영통동,수원시,경기도,KBA010282,영통(진덕),312,1248,"살구골진덕,서광,성지,동아",1800,"125.62㎡/101.25㎡&,161.98㎡/134.88㎡&,195.04㎡/164.85㎡&","면적126㎡&,면적163㎡&,면적197㎡&",1000000015
영통동,수원시,경기도,KBA010538,영통(서광),328,1248,"살구골진덕,서광,성지,동아",1800,"125.62㎡/101.25㎡&,161.98㎡/134.88㎡&","면적126㎡&,면적163㎡&,면적197㎡&",1000000015
영통동,수원시,경기도,KBA003531,삼성(벽적골),416,832,"삼성,태영",1803,"105.78㎡/84.84㎡&,109.09㎡/84.93㎡&","면적107A2㎡&,면적108A1㎡&,면적109B1㎡&,면적109B2㎡&",1000000015
영통동,수원시,경기도,KBA010817,태영(벽적골),416,832,"삼성,태영",1803,"105.78㎡/84.88㎡&,109.09㎡/84.91㎡&","면적107A2㎡&,면적108A1㎡&,면적109B1㎡&,면적109B2㎡&",1000000015
