KB_REGN_NM,KB_REGN_NM,KB_REGN_NM,CMPX_IDF_ID,CMPX_IDF_NM,TOT_HSHL_CNT,NV세대수,NV_CMPX_NM,NV_CMPX_ID,KB주택형,NV주택형,REG_USER_ID
행당동,성동구,서울특별시,KBA008758,대림,2399,3404,행당대림,950,"83.76㎡/59.96㎡&,104.58㎡/84.87㎡&,137.26㎡/114.94㎡&","면적83㎡&,면적104㎡&,면적137㎡&",1000000010
길음동,성북구,서울특별시,KBA019403,길음뉴타운9단지(래미안),1254,1012,길음뉴타운9단지래미안,26160,"79.92C㎡/59.98㎡&,109.87㎡/84.96㎡&,106.75B㎡/84.78㎡&,79.59B㎡/59.96㎡&,82.57A㎡/59.92㎡&,107.33A㎡/84.95㎡&,143.24A㎡/114.86㎡&,142.18B㎡/114.91㎡&,165.86㎡/134.99㎡&","면적79A㎡&,면적79B㎡&,면적82㎡&,면적106B㎡&,면적107A㎡&,면적109㎡&,면적142B㎡&,면적143A㎡&,면적165㎡&",1000000002
길음동,성북구,서울특별시,KBA019485,길음7구역두산위브,548,449,길음뉴타운7단지두산위브,26251,"84.67㎡/59.98㎡&,87.39㎡/59.99㎡&,112.14A㎡/84.99㎡&,112.03B㎡/84.96㎡&,146.39A㎡/114.99㎡&,145.96B㎡/114.99㎡&","면적84A㎡&,면적87B㎡&,면적112A㎡&,면적112B㎡&,면적145B㎡&,면적146A㎡&",1000000012
길음동,성북구,서울특별시,KBA005892,동부센트레빌,1677,1377,길음동부센트레빌,3421,"80.74㎡/59.99㎡&,111.12㎡/84.84㎡&,142.45㎡/114.91㎡&","면적80㎡&,면적111㎡&,면적142㎡&",1000000010
길음동,성북구,서울특별시,KBA011838,길음뉴타운(4단지),1881,1605,길음뉴타운4단지e편한세상,8083,"79.66A㎡/59.97㎡&,80.1B㎡/59.86㎡&,79.62C㎡/59.97㎡&,109.23㎡/84.63㎡&,125.82㎡/102.38㎡&,143.32㎡/114.88㎡&","면적79C㎡&,면적79A㎡&,면적80B㎡&,면적109㎡&,면적125㎡&,면적143㎡&",1000000013
돈암동,성북구,서울특별시,KBA000901,돈암삼성,2014,1278,돈암삼성,579,"79.57㎡/59.4㎡&,105㎡/84.59㎡&,137.23㎡/114.66㎡&","면적79㎡&,면적105㎡&,면적137㎡&",1000000001
돈암동,성북구,서울특별시,KBA010057,돈암풍림,769,460,돈암풍림,580,"75.88㎡/59.64㎡&,107.73㎡/84.68㎡&,145.55㎡/114.41㎡&","면적75㎡&,면적107㎡&,면적145㎡&",1000000001
돈암동,성북구,서울특별시,KBA007587,한신,1795,4509,"한신,한진",582,"89.25㎡/68.13㎡&,109.09㎡/84.87㎡&,145.45㎡/113.67㎡&,165.29㎡/132.96㎡&,185.12㎡/152.25㎡&","면적81㎡&,면적92㎡&,면적109㎡&,면적143㎡&,면적164㎡&,면적183㎡&",1000000015
상월곡동,성북구,서울특별시,KBA008118,동아에코빌,1531,1253,동아에코빌,3425,"87.96㎡/59.95㎡&,109.63㎡/84.97㎡&,142.1㎡/114.66㎡&","면적87A㎡&,면적87B㎡&,면적109A㎡&,면적109B㎡&,면적142A㎡&,면적142B㎡&",1000000001
석관동,성북구,서울특별시,KBA020869,래미안석관,660,580,석관래미안,25948,"79.71㎡/59.9㎡&,107.65㎡/84.84㎡&,136.98㎡/114.97㎡&","면적79A㎡&,면적79B㎡&,면적107A㎡&,면적107B㎡&,면적136㎡&",1000000010
안암동,성북구,서울특별시,KBA004122,안암,70,76,안암,11399,"56.19㎡/52.03㎡&,66.11㎡/62.51㎡&,76.03㎡/64.63㎡&","면적56㎡&,면적66㎡&,면적76㎡&",1000000001
안암동,성북구,서울특별시,KBA010505,대광.,346,357,대광,1184,"49.59㎡/42.61㎡&,66.12㎡/54.88㎡&,66.12㎡/56.96㎡&,66.12㎡/60.89㎡&","면적49A㎡&,면적49B㎡&,면적49C㎡&,면적49D㎡&,면적49E㎡&,면적49F㎡&,면적49G㎡&,면적49H㎡&,면적49I㎡&,면적49J㎡&,면적49K㎡&,면적49L㎡&,면적49M㎡&,면적49N㎡&,면적52A㎡&,면적56B㎡&,면적56C㎡&,면적66A㎡&,면적66㎡&,면적66B㎡&,면적66C㎡&,면적66D㎡&,면적66E㎡&,면적66F㎡&,면적66G㎡&,면적66H㎡&,면적69B㎡&",1000000003
정릉동,성북구,서울특별시,KBA011752,정릉풍림아이원,2305,1971,정릉풍림아이원,3426,"81.95A㎡/59.88㎡&,79.8B㎡/60㎡&,81.91C㎡/60㎡&,85.56㎡/59.88㎡&,102.47㎡/77.42㎡&,105.32A㎡/84.09㎡&,108.27B㎡/84.24㎡&,141.56㎡/114.75㎡&","면적79C㎡&,면적81B㎡&,면적81A㎡&,면적85A㎡&,면적105㎡&,면적108㎡&,면적108㎡&,면적139A㎡&,면적141B㎡&",1000000001
종암동,성북구,서울특별시,KBA001517,종암SK,1318,1317,종암SK,1191,"81.69A㎡/59.86㎡&,109.56㎡/84.72㎡&,143.76㎡/114.75㎡&,80.57B㎡/59.04㎡&","면적80B㎡&,면적81A㎡&,면적109㎡&,면적143㎡&",1000000001
종암동,성북구,서울특별시,KBA018772,래미안세레니티,1161,955,래미안세레니티,25827,"84.03A㎡/59.97㎡&,84.2B㎡/59.92㎡&,84.88C㎡/59.92㎡&,84.01D㎡/59.97㎡&,110.74A㎡/84.92㎡&,111.11B㎡/84.99㎡&,109.95C㎡/84.98㎡&,143.79㎡/114.99㎡&","면적84D㎡&,면적84A㎡&,면적84B㎡&,면적84C㎡&,면적109C㎡&,면적110A㎡&,면적111B㎡&,면적143㎡&",1000000001
종암동,성북구,서울특별시,KBA022107,래미안라센트,1025,837,래미안라센트,26834,"82.54㎡/59.98㎡&,108.06㎡/84.99㎡&,143.33㎡/114.98㎡&","면적81B㎡&,면적82A㎡&,면적107B㎡&,면적108A㎡&,면적142B㎡&,면적143A㎡&",1000000001
하월곡동,성북구,서울특별시,KBA014790,성북힐스테이트,309,285,성북힐스테이트,18699,"106.75A㎡/84.14㎡&,107.44B㎡/84.69㎡&,105.81C㎡/84.99㎡&,129.37㎡/101.97㎡&,132.31㎡/106.28㎡&,142.77㎡/114.68㎡&","면적105C㎡&,면적106A㎡&,면적107B㎡&,면적129㎡&,면적132㎡&,면적142㎡&",1000000001
하월곡동,성북구,서울특별시,KBA022076,길음서희스타힐스,197,198,길음서희스타힐스,26638,"88.24㎡/66.61㎡&,89.34㎡/67.44㎡&,112.48㎡/84.91㎡&","면적88A㎡&,면적89B㎡&,면적112B㎡&,면적112C㎡&,면적112D㎡&,면적112A㎡&,면적114E㎡&",1000000001
하월곡동,성북구,서울특별시,KBA011840,월곡두산위브,2655,2197,월곡두산위브,2990,"82.62㎡/59.85㎡&,109.94NS㎡/84.84㎡&,109.84A㎡/84.85㎡&,109.68B㎡/84.64㎡&,110.13C㎡/84.99㎡&,140.05㎡/114.75㎡&","면적82㎡&,면적109B㎡&,면적109A㎡&,면적109NS㎡&,면적110C㎡&,면적140㎡&",1000000001
가락동,송파구,서울특별시,KBA003961,가락우성(1차),838,839,가락우성1차,348,"62.51㎡/43.79㎡&,78.82㎡/58.46㎡&,128.41㎡/109.25㎡&,147.1㎡/127.75㎡&","면적62㎡&,면적78㎡&,면적128㎡&,면적147㎡&",1000000002
송파동,송파구,서울특별시,KBA010970,호수임광,231,227,호수임광,617,"68.82㎡/53.2㎡&,73.24㎡/56.6㎡&,77.34㎡/59.78㎡&,109.82㎡/84.87㎡&","면적68㎡&,면적73A㎡&,면적74B㎡&,면적74A㎡&,면적77B㎡&,면적95㎡&,면적109A㎡&,면적109B㎡&",1000000001
신천동,송파구,서울특별시,KBA004437,한신잠실코아,493,492,한신잠실코아,393,"42.97㎡/31.5㎡&,59.5㎡/41.99㎡&,72.72㎡/50.76㎡&,76.03㎡/52.51㎡&,85.95㎡/59.85㎡&,92.56㎡/64.08㎡&","면적42㎡&,면적59㎡&,면적72㎡&,면적76㎡&,면적85㎡&,면적92㎡&",1000000001
목동,양천구,서울특별시,KBA017561,웨스트빌,76,75,웨스트빌(101동),17552,"75.04㎡/59.26㎡&,86.25㎡/68.64㎡&,90.5㎡/72.12㎡&,98.2㎡/78.14㎡&,100.82㎡/80.21㎡&,102.81㎡/81.78㎡&","면적75㎡&,면적86㎡&,면적90㎡&,면적98A㎡&,면적100B㎡&,면적102㎡&",1000000012
목동,양천구,서울특별시,KBA008800,목동신시가지(1단지고층),1182,1882,목동신시가지1단지,652,"66.11A㎡/51.48㎡&,89.25㎡/65.34㎡&,115.72㎡/91.26㎡&,148.76㎡/116.29㎡&,191.73㎡/154.44㎡&,66.11B㎡/47.52㎡&,66.11C㎡/51.48㎡&,66.11D㎡/47.52㎡&","면적64B㎡&,면적64D㎡&,면적69A㎡&,면적69C㎡&,면적88B㎡&,면적88C㎡&,면적89A㎡&,면적101A㎡&,면적101B㎡&,면적112F㎡&,면적114G㎡&,면적115A㎡&,면적115C㎡&,면적116E㎡&,면적118B㎡&,면적120D㎡&,면적151A㎡&,면적154B㎡&,면적156C㎡&,면적190A㎡&,면적190B㎡&",1000000015
목동,양천구,서울특별시,KBA016088,목동신시가지(1단지저층),700,1882,목동신시가지1단지,652,"115.7㎡/98.08㎡&,148.76㎡/125.44㎡&,99.17㎡/83.24㎡&","면적64B㎡&,면적64D㎡&,면적69A㎡&,면적69C㎡&,면적88B㎡&,면적88C㎡&,면적89A㎡&,면적101A㎡&,면적101B㎡&,면적112F㎡&,면적114G㎡&,면적115A㎡&,면적115C㎡&,면적116E㎡&,면적118B㎡&,면적120D㎡&,면적151A㎡&,면적154B㎡&,면적156C㎡&,면적190A㎡&,면적190B㎡&",1000000015
목동,양천구,서울특별시,KBA001717,목동신시가지(6단지),1362,1368,목동신시가지6단지,658,"65.01㎡/47.94㎡&,88.32㎡/65.1㎡&,115.7㎡/95.3㎡&,150.06㎡/115.19㎡&,179.54㎡/142.39㎡&","면적65A1㎡&,면적65A2㎡&,면적65A3㎡&,면적65A4㎡&,면적88A1㎡&,면적88A2㎡&,면적88A3㎡&,면적115A1㎡&,면적115A2㎡&,면적148B㎡&,면적150A㎡&,면적179A㎡&,면적181B㎡&",1000000002
목동,양천구,서울특별시,KBA003044,목동신시가지(7단지고층),2070,2550,목동신시가지7단지,659,"66.11㎡/53.88㎡&,89.25㎡/66.6㎡&,115.7㎡/101.2㎡&,115.7B㎡/89.05㎡&","면적72㎡&,면적74㎡&,면적78㎡&,면적89A㎡&,면적89B㎡&,면적90C㎡&,면적106㎡&,면적121㎡&",1000000015
목동,양천구,서울특별시,KBA004752,목동신시가지(7단지저층),480,2550,목동신시가지7단지,659,"66.11㎡/59.39㎡&,89.25B㎡/74.12㎡&,89.25C㎡/64.4㎡&","면적72㎡&,면적74㎡&,면적78㎡&,면적89A㎡&,면적89B㎡&,면적90C㎡&,면적106㎡&,면적121㎡&",1000000015
목동,양천구,서울특별시,KBA004891,현대(조합),210,209,현대2차,887,"70.17㎡/57.84㎡&,72.1㎡/59.31㎡&,100.85㎡/83.16㎡&","면적70㎡&,면적72㎡&,면적100㎡&",1000000014
신월동,양천구,서울특별시,KBA022414,양천롯데캐슬,317,197,양천롯데캐슬1단지,102039,"81.79A㎡/59.88㎡&,79.86B㎡/59.72㎡&,96.44A㎡/70.91㎡&,96.17B㎡/70.61㎡&,112.21A㎡/84.63㎡&,111.89B㎡/84.41㎡&,115.24㎡/84.94㎡&","면적79B㎡&,면적81A㎡&,면적96B㎡&,면적96A㎡&,면적111B㎡&,면적112A㎡&,면적115㎡&",1000000012
신정동,양천구,서울특별시,KBA000152,목동신시가지(11단지고층),1515,1595,목동신시가지11단지,22959,"66.11㎡/51.48㎡&,89.25㎡/66.24㎡&","면적74A㎡&,면적75B㎡&,면적84㎡&,면적94A㎡&,면적96B㎡&",1000000015
신정동,양천구,서울특별시,KBA007036,목동신시가지(11저층),80,1595,목동신시가지11단지,22959,"66.11㎡/59.29㎡&,89.25C㎡/75.68㎡&","면적74A㎡&,면적75B㎡&,면적84㎡&,면적94A㎡&,면적96B㎡&",1000000015
신정동,양천구,서울특별시,KBA003168,신트리4단지,845,858,신트리4단지,3444,"67.83㎡/49.8㎡&,81.33㎡/59.73㎡&","면적66B㎡&,면적66C㎡&,면적66D㎡&,면적67E㎡&,면적67A㎡&,면적80B㎡&,면적81A㎡&",1000000001
신정동,양천구,서울특별시,KBA000730,목동신시가지(12단지저층),420,1860,목동신시가지12단지,666,"66.11A㎡/56.76㎡&,89.25A㎡/72.75㎡&,66.11B㎡/60㎡&,89.25B㎡/64.65㎡&","면적63㎡&,면적65㎡&,면적68A㎡&,면적70B㎡&,면적75㎡&,면적80㎡&,면적82㎡&,면적88C㎡&,면적88A㎡&,면적90B㎡&",1000000015
신정동,양천구,서울특별시,KBA009418,목동신시가지(12단지고층),1440,1860,목동신시가지12단지,666,"66.11㎡/53.46㎡&,89.25㎡/71.64㎡&,82.64㎡/66.78㎡&,62.81㎡/49.14㎡&","면적63㎡&,면적65㎡&,면적68A㎡&,면적70B㎡&,면적75㎡&,면적80㎡&,면적82㎡&,면적88C㎡&,면적88A㎡&,면적90B㎡&",1000000015
신정동,양천구,서울특별시,KBA009697,목동현대,2076,972,목동현대,675,"92.57㎡/71.16㎡&,107.49㎡/84.77㎡&,126.3㎡/101.91㎡&,140.96㎡/114.93㎡&","면적92㎡&,면적107㎡&,면적126㎡&,면적140㎡&",1000000001
문래동,영등포구,서울특별시,KBA016409,태영데시앙,68,67,문래태영데시앙,17268,109.09㎡/84.93㎡&,"면적112㎡&,면적121㎡&",1000000010
양평동,영등포구,서울특별시,KBA004589,상록수,106,176,상록수,3800,76.69㎡/59.54㎡&,"면적76A㎡&,면적76B㎡&,면적77C㎡&",1000000001
여의도동,영등포구,서울특별시,KBA000067,순복음(초원),154,153,초원(순복음),25355,89.26㎡/66.94㎡&,면적89㎡&,1000000012
여의도동,영등포구,서울특별시,KBA012419,대우트럼프월드(I),258,282,대우트럼프월드Ⅰ,3453,"128.68B㎡/107.1㎡&,214.98㎡/178.5㎡&,183.7㎡/152.62㎡&,231.55㎡/192.21㎡&,125.78A㎡/104.7㎡&,45.17㎡/33.71㎡&","면적45㎡&,면적52㎡&,면적114㎡&,면적120㎡&,면적125A㎡&,면적128B㎡&,면적183㎡&,면적214㎡&,면적231㎡&,면적296㎡&",1000000012
여의도동,영등포구,서울특별시,KBA001474,미성,564,577,미성,744,"98.64㎡/92.56㎡&,108.5㎡/101.29㎡&,123.7㎡/114.48㎡&,152.26㎡/140.83㎡&,176.03㎡/162.74㎡&","면적98㎡&,면적108㎡&,면적123㎡&,면적152㎡&,면적176㎡&",1000000001
여의도동,영등포구,서울특별시,KBA000216,삼부,866,873,삼부,745,"89.25㎡/70.74㎡&,92.56㎡/77.69㎡&,125.62㎡/106.38㎡&,144.56㎡/135.8㎡&,165.29㎡/146.68㎡&,198.34㎡/175.8㎡&","면적89㎡&,면적92㎡&,면적125㎡&,면적144㎡&,면적165㎡&,면적198㎡&",1000000001
여의도동,영등포구,서울특별시,KBA011408,시범,1584,1790,시범,749,"60.96㎡/60.96㎡&,79.24㎡/79.24㎡&,118.12㎡/118.12㎡&,156.99㎡/156.99㎡&","면적60㎡&,면적79㎡&,면적118㎡&,면적156㎡&",1000000001
도원동,용산구,서울특별시,KBA006013,도원동삼성래미안,1992,1458,도원삼성래미안,3459,"81.58㎡/59.94㎡&,108.51㎡/84.69㎡&,142.04㎡/114.99㎡&","면적81A㎡&,면적81B㎡&,면적108A㎡&,면적108B㎡&,면적142A㎡&,면적142B㎡&",1000000009
문배동,용산구,서울특별시,KBA027226,프라임팰리스(도),83,81,프라임팰리스(도시형),103226,"26.08㎡/13.69㎡&,40.76㎡/21.38㎡&","면적25A㎡&,면적26B㎡&,면적40A㎡&,면적40B㎡&",1000000013
산천동,용산구,서울특별시,KBA006306,리버힐삼성,1465,1102,리버힐삼성,3803,"75.06A㎡/59.55㎡&,107.12㎡/84.98㎡&,145.38㎡/114.48㎡&,75.61B㎡/59.98㎡&","면적75A㎡&,면적75B㎡&,면적107㎡&,면적145㎡&",1000000001
산천동,용산구,서울특별시,KBA011081,한강타운,285,289,한강타운,3804,80.58㎡/59.69㎡&,면적80㎡&,1000000001
서빙고동,용산구,서울특별시,KBA001015,그린파크,125,123,서빙고그린파크,13356,"85.42㎡/59.98㎡&,110.26㎡/84.99㎡&,119.01㎡/84.99㎡&,135.85㎡/104.7㎡&,146.82㎡/117.77㎡&","면적85㎡&,면적110㎡&,면적135㎡&,면적146㎡&",1000000010
용산동,용산구,서울특별시,KBA003545,한신.,96,95,한신,758,89.95㎡/81.7㎡&,"면적86A㎡&,면적86B㎡&,면적86C㎡&,면적86D㎡&,면적89㎡&,면적90㎡&",1000000003
이촌동,용산구,서울특별시,KBA010718,장미.,64,66,장미맨숀,11190,207.19㎡/196.7㎡&,"면적91㎡&,면적104B㎡&,면적104A㎡&,면적118㎡&,면적207㎡&",1000000014
이촌동,용산구,서울특별시,KBA005914,빌라맨션.,68,70,빌라(빌라맨션),11318,"174.48㎡/174.48㎡&,229.75㎡/229.75㎡&","면적20A㎡&,면적20B㎡&,면적174㎡&,면적229㎡&",1000000012
이촌동,용산구,서울특별시,KBA011202,이촌시범,228,190,시범,3808,"59.5㎡/59.5㎡&,69.42㎡/69.42㎡&,49.59㎡/49.59㎡&","면적49㎡&,면적59㎡&,면적69㎡&",1000000010
이촌동,용산구,서울특별시,KBA003144,중산(1차),266,228,중산1차시범,865,"49.59㎡/49.59㎡&,59.5㎡/59.5㎡&","면적39㎡&,면적49㎡&,면적59㎡&",1000000013
이촌동,용산구,서울특별시,KBA005411,타워.,62,60,타워맨션,866,"170.78㎡/168.53㎡&,221.33㎡/200.1㎡&","면적149㎡&,면적155㎡&,면적168A㎡&,면적168B㎡&,면적170㎡&,면적221㎡&,면적223㎡&",1000000014
한강로,용산구,서울특별시,KBA000202,삼각.,191,130,삼각,11802,"32.4㎡/32.4㎡&,35.37㎡/35.37㎡&,43.64㎡/43.64㎡&,48.93㎡/48.93㎡&,56.2㎡/56.1㎡&,70.74㎡/70.74㎡&,79.34㎡/79.34㎡&,85.95㎡/85.95㎡&,105.79㎡/105.6㎡&","면적32㎡&,면적35㎡&,면적43㎡&,면적48㎡&,면적56A㎡&,면적56B㎡&,면적70A㎡&,면적70B㎡&,면적79㎡&,면적85㎡&",1000000003
한강로,용산구,서울특별시,KBA011781,한강대우트럼프월드3,125,123,한강대우트럼프월드III,9891,"156.28㎡/126.19㎡&,177.83㎡/143.59㎡&,190.24㎡/153.61㎡&,197.87㎡/159.77㎡&,214.51㎡/173.21㎡&","면적156㎡&,면적177㎡&,면적190㎡&,면적197㎡&,면적214㎡&,면적319㎡&,면적325㎡&,면적329㎡&",1000000012
한남동,용산구,서울특별시,KBA005046,성아.,92,94,성아맨숀,3813,"43.07㎡/43.07㎡&,52.89㎡/51.24㎡&,82.61㎡/82.61㎡&,90.71㎡/90.71㎡&,101.62㎡/101.62㎡&,118.65㎡/118.65㎡&","면적28㎡&,면적38A㎡&,면적40B㎡&,면적41C㎡&,면적43A㎡&,면적43B㎡&,면적44A㎡&,면적45B㎡&,면적48㎡&,면적51A㎡&,면적52B㎡&,면적54A㎡&,면적56B㎡&,면적56C㎡&,면적57D㎡&,면적82㎡&,면적90㎡&,면적91A㎡&,면적92B㎡&,면적97A㎡&,면적98B㎡&,면적101㎡&,면적118㎡&",1000000014
효창동,용산구,서울특별시,KBA010922,효창맨션,60,61,효창맨션,3815,"66.72㎡/59.5㎡&,74.13㎡/66.12㎡&,81.67㎡/73.06㎡&","면적66A㎡&,면적66B㎡&,면적66D㎡&,면적66C㎡&,면적72A㎡&,면적74B㎡&,면적81㎡&,면적168㎡&",1000000001
갈현동,은평구,서울특별시,KBA006472,현재트윈빌(1차),52,110,현재트윈빌,10347,"138.84㎡/111.96㎡&,158.67㎡/127.49㎡&,185.12㎡/148.77㎡&,211.57㎡/170.1㎡&","면적131B㎡&,면적131C㎡&,면적132A㎡&,면적138A㎡&,면적138B㎡&,면적141A㎡&,면적142B㎡&,면적160㎡&,면적187㎡&,면적214㎡&",1000000015
갈현동,은평구,서울특별시,KBA011181,현재트윈빌(2차),58,110,현재트윈빌,10347,"128.92㎡/107.61㎡&,135.53㎡/113.02㎡&,138.84㎡/113.25㎡&,142.14㎡/116.32㎡&","면적131B㎡&,면적131C㎡&,면적132A㎡&,면적138A㎡&,면적138B㎡&,면적141A㎡&,면적142B㎡&,면적160㎡&,면적187㎡&,면적214㎡&",1000000015
갈현동,은평구,서울특별시,KBA007493,라이프시티.,125,123,라이프씨티,1228,"84.44㎡/64.63㎡&,99.72㎡/76.34㎡&,103.32㎡/79.11㎡&","면적84㎡&,면적99㎡&,면적103B㎡&,면적103A㎡&",1000000012
불광동,은평구,서울특별시,KBA019496,북한산현대힐스테이트3차,1332,1185,북한산현대힐스테이트3차,26191,"78.59㎡/59.96㎡&,79.4㎡/59.99㎡&,110.67㎡/84.96㎡&,149.28㎡/115.41㎡&,167.77㎡/129.46㎡&,79.39탑층㎡/59.99㎡&,112.39탑층㎡/84.96㎡&","면적78㎡&,면적79A㎡&,면적79A1㎡&,면적79B㎡&,면적110A1㎡&,면적110A㎡&,면적111C㎡&,면적111B㎡&,면적149A㎡&,면적149A1㎡&,면적167A㎡&,면적167A1㎡&",1000000001
불광동,은평구,서울특별시,KBA019630,북한산래미안,782,647,북한산래미안,26427,"79.32㎡/59.99㎡&,112.96㎡/84.99㎡&,150.28㎡/114.99㎡&","면적79A㎡&,면적79B㎡&,면적111㎡&,면적112A㎡&,면적112B㎡&,면적150A㎡&,면적151B㎡&",1000000001
불광동,은평구,서울특별시,KBA020331,북한산힐스테이트7차,1070,882,북한산힐스테이트7차,26897,"168.5㎡/141.97㎡&,140.46㎡/114.97㎡&,109.6㎡/84.94㎡&,80.63㎡/59.98㎡&","면적80B㎡&,면적80A㎡&,면적109A㎡&,면적109E㎡&,면적110B㎡&,면적110C㎡&,면적111D㎡&,면적140A㎡&,면적140B㎡&,면적168㎡&",1000000001
수색동,은평구,서울특별시,KBA009981,대림한숲타운,1440,976,대림한숲타운,3462,"83.5㎡/59.89㎡&,106.77㎡/84.95㎡&,139.65A㎡/114.18㎡&,139.45B㎡/114.69㎡&","면적83㎡&,면적106㎡&,면적139B㎡&,면적139A㎡&",1000000001
진관동,은평구,서울특별시,KBA020214,"상림마을(8단지 롯데캐슬A-1)",304,707,은평뉴타운상림1단지롯데캐슬,26287,"105.77㎡/84.79㎡&,136.25㎡/101.61㎡&,167.71㎡/134.26㎡&","면적105AN㎡&,면적105A㎡&,면적106J㎡&,면적132J㎡&,면적132A㎡&,면적136A㎡&,면적167F㎡&,면적168B㎡&,면적169복F㎡&,면적174A㎡&",1000000014
진관동,은평구,서울특별시,KBA020968,"상림마을(8단지 롯데캐슬A-2)",221,335,은평뉴타운상림2단지롯데캐슬,26288,"136.82㎡/101.61㎡&,167.43㎡/134.89㎡&,213.68㎡/167.69㎡&,76.07A㎡/59.28㎡&,106.25㎡/84.79㎡&","면적76A1㎡&,면적76A㎡&,면적96B㎡&,면적106B1㎡&,면적106A㎡&,면적106C㎡&,면적108B㎡&,면적113D㎡&,면적133C㎡&,면적133B㎡&,면적135A㎡&,면적136B㎡&,면적137A㎡&,면적139C㎡&,면적167A㎡&,면적171CA1㎡&,면적175CB㎡&,면적175A㎡&,면적212A2㎡&,면적213A㎡&,면적213A3㎡&,면적214A1㎡&,면적219A㎡&",1000000012
진관동,은평구,서울특별시,KBA020975,"상림마을(7단지 현대아이파크B-4)",164,241,은평뉴타운상림4단지아이파크,26290,"114.67㎡/84.79㎡&,140.11㎡/101.92㎡&,179.6㎡/134.91㎡&,224.55㎡/167.69㎡&","면적82㎡&,면적113NA㎡&,면적113NB㎡&,면적114A㎡&,면적114C㎡&,면적114E㎡&,면적114F㎡&,면적114NCD㎡&,면적114NCD2㎡&,면적115NCB㎡&,면적115NCC㎡&,면적129B㎡&,면적140AP㎡&,면적140BP㎡&,면적140CP㎡&,면적140D2P㎡&,면적140DP㎡&,면적140EP㎡&,면적140FP㎡&,면적150B㎡&,면적179A㎡&,면적179B㎡&,면적180NA㎡&,면적224A㎡&,면적224AP㎡&,면적224NCAP㎡&,면적228A㎡&",1000000014
진관동,은평구,서울특별시,KBA021958,"상림마을(6단지 푸르지오C-5)",215,318,은평뉴타운상림5단지푸르지오,26291,"75.6A㎡/59.8㎡&,105.99A㎡/84.79㎡&,132.88복층㎡/101.93㎡&,132.41A㎡/101.61㎡&,174.11A㎡/134.96㎡&,215.8A㎡/167.69㎡&","면적75CA㎡&,면적75CA1㎡&,면적105A㎡&,면적106B㎡&,면적108복CB㎡&,면적109복CA㎡&,면적115C㎡&,면적131복CC㎡&,면적132A㎡&,면적132복A㎡&,면적133복B㎡&,면적168CB㎡&,면적172CA㎡&,면적174A㎡&,면적175복A㎡&,면적212복A㎡&,면적214복A㎡&,면적214복CA㎡&,면적215A㎡&",1000000012
진관동,은평구,서울특별시,KBA021938,"상림마을(6단지 푸르지오C-6)",184,379,은평뉴타운상림6단지푸르지오,26292,"108.12A㎡/84.79㎡&,134.96A㎡/101.61㎡&,135.44AP㎡/101.93㎡&","면적108A㎡&,면적108J㎡&,면적134A㎡&,면적135복J㎡&,면적135복A㎡&,면적179복A㎡&",1000000012
진관동,은평구,서울특별시,KBA022040,"상림마을(6단지 푸르지오C-7)",289,378,은평뉴타운상림7단지푸르지오,26293,"107.09A㎡/84.79㎡&,137.26A1㎡/101.61㎡&,169.74D㎡/134.7㎡&","면적107A㎡&,면적107A㎡&,면적107J㎡&,면적109E㎡&,면적116K㎡&,면적130C㎡&,면적132D㎡&,면적132복K㎡&,면적133A㎡&,면적133복J㎡&,면적134복E㎡&,면적134복A㎡&,면적137A1㎡&,면적169D㎡&,면적174복D㎡&,면적177복A1㎡&,면적177복C㎡&,면적177복A㎡&,면적213복D㎡&",1000000012
진관동,은평구,서울특별시,KBA021941,"상림마을(6단지 푸르지오C-8)",108,208,은평뉴타운상림8단지푸르지오,26294,"106.89NA㎡/84.79㎡&,137.02A1㎡/101.61㎡&,169.43D㎡/134.7㎡&","면적106A㎡&,면적109E㎡&,면적129C㎡&,면적131D㎡&,면적133복E㎡&,면적133복A㎡&,면적137A1㎡&,면적169D㎡&,면적170E㎡&,면적173복D㎡&,면적176복A1㎡&,면적177복C㎡&,면적213복D㎡&,면적214복E㎡&",1000000012
진관동,은평구,서울특별시,KBA021939,"상림마을(7단지 현대아이파크B-10)",97,230,은평뉴타운상림10단지아이파크,26295,"108.79A㎡/84.79㎡&,140.3A㎡/101.61㎡&,179.18A㎡/134.96㎡&","면적108A㎡&,면적109J㎡&,면적110B㎡&,면적111C㎡&,면적111F㎡&,면적135복C㎡&,면적135복J㎡&,면적136복A㎡&,면적136복B㎡&,면적137복F㎡&,면적140A㎡&,면적173C㎡&,면적179A㎡&,면적179복A㎡&,면적219복A㎡&,면적221복C㎡&",1000000012
진관동,은평구,서울특별시,KBA022038,"상림마을(7단지 현대아이파크B-11)",90,187,은평뉴타운상림11단지아이파크,26296,"115.19㎡/84.95㎡&,136.14A㎡/101.61㎡&","면적106A㎡&,면적115K㎡&,면적131복K㎡&,면적133복A㎡&,면적136A1㎡&,면적175복A1㎡&",1000000012
진관동,은평구,서울특별시,KBA020970,"상림마을(8단지 롯데캐슬A-12)",371,551,은평뉴타운상림12단지롯데캐슬,26297,"108.52㎡/84.79㎡&,138.89A1㎡/101.61㎡&","면적108A㎡&,면적110A㎡&,면적110C㎡&,면적110E㎡&,면적135CP㎡&,면적135AP㎡&,면적135EP㎡&,면적138B㎡&,면적138A1㎡&,면적175BP㎡&,면적179AP㎡&",1000000012
