KBA011233,주공3단지.,운암주공3단지,,운암동,북구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5133','KBA011233',1000000013,NOW(),1000000013,NOW());"
KBA028561,교대금호어울림,광주교대금호어울림,,풍향동,북구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109369','KBA028561',1000000013,NOW(),1000000013,NOW());"
KBA000839,금호시영일반,금호시영5단지,,금호동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5426','KBA000839',1000000013,NOW(),1000000013,NOW());"
KBA000839,금호시영일반,금호시영3단지,,금호동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5440','KBA000839',1000000013,NOW(),1000000013,NOW());"
KBA002700,명지.,금호명지,,금호동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5414','KBA002700',1000000013,NOW(),1000000013,NOW());"
KBA004204,대주파크빌(1단지),대주파크빌,,금호동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5442','KBA004204',1000000013,NOW(),1000000013,NOW());"
KBA011134,우미,"금호우미,호반",,금호동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5434','KBA011134',1000000013,NOW(),1000000013,NOW());"
KBA016214,풍암부영1차(마재마을),마재마을풍암부영,,금호동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16044','KBA016214',1000000013,NOW(),1000000013,NOW());"
KBA001987,개나리(1차),개나리,,내방동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16632','KBA001987',1000000013,NOW(),1000000013,NOW());"
KBA007586,대주,백일대주,,쌍촌동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5550','KBA007586',1000000013,NOW(),1000000013,NOW());"
KBA005759,금호(2차).,금호2차,,양동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5449','KBA005759',1000000013,NOW(),1000000013,NOW());"
KBA001726,대주파크빌(2단지),풍암대주파크빌2차,,풍암동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5377','KBA001726',1000000013,NOW(),1000000013,NOW());"
KBA027931,유니버시아드힐스테이트(2단지),광주유니버시아드힐스테이트(2단지),,화정동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105776','KBA027931',1000000013,NOW(),1000000013,NOW());"
KBA027931,유니버시아드힐스테이트(2단지),광주유니버시아드힐스테이트(3단지),,화정동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105777','KBA027931',1000000013,NOW(),1000000013,NOW());"
KBA027932,유니버시아드힐스테이트(3단지),광주유니버시아드힐스테이트(2단지),,화정동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105776','KBA027932',1000000013,NOW(),1000000013,NOW());"
KBA027932,유니버시아드힐스테이트(3단지),광주유니버시아드힐스테이트(3단지),,화정동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105777','KBA027932',1000000013,NOW(),1000000013,NOW());"
KBA023357,동천마을3단지휴먼시아,동천마을휴먼시아3단지,,동천동,서구,광주광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101728','KBA023357',1000000013,NOW(),1000000013,NOW());"
KBA017569,달동 힐스테이트(1단지),달동힐스테이트,,달동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('19230','KBA017569',1000000013,NOW(),1000000013,NOW());"
KBA003498,주공(1단지),굴화주공1단지,,무거동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5895','KBA003498',1000000013,NOW(),1000000013,NOW());"
KBA007569,현대(삼신),삼신현대,,삼산동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5949','KBA007569',1000000013,NOW(),1000000013,NOW());"
KBA000089,신정동크로바,남경신정마을,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106086','KBA000089',1000000013,NOW(),1000000013,NOW());"
KBA000089,신정동크로바,울산신정동양우내안애팰리스,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107808','KBA000089',1000000013,NOW(),1000000013,NOW());"
KBA000089,신정동크로바,크로바,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6036','KBA000089',1000000013,NOW(),1000000013,NOW());"
KBA004015,올림푸스골든맨션,대흥맨션,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109018','KBA004015',1000000013,NOW(),1000000013,NOW());"
KBA004015,올림푸스골든맨션,보라맨션,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16123','KBA004015',1000000013,NOW(),1000000013,NOW());"
KBA004015,올림푸스골든맨션,한라맨션,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16180','KBA004015',1000000013,NOW(),1000000013,NOW());"
KBA004015,올림푸스골든맨션,올림푸스골든,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6028','KBA004015',1000000013,NOW(),1000000013,NOW());"
KBA014429,"디아채(1,2단지)",디아채(101동),,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100157','KBA014429',1000000013,NOW(),1000000013,NOW());"
KBA014429,"디아채(1,2단지)",삼원(1408-1),,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108095','KBA014429',1000000013,NOW(),1000000013,NOW());"
KBA014429,"디아채(1,2단지)",삼원(1619-7),,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16128','KBA014429',1000000013,NOW(),1000000013,NOW());"
KBA014429,"디아채(1,2단지)",디아채(201동),,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27883','KBA014429',1000000013,NOW(),1000000013,NOW());"
KBA025138,문수로2차IPARK(1단지),문수로2차아이파크1단지,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104796','KBA025138',1000000013,NOW(),1000000013,NOW());"
KBA025138,문수로2차IPARK(1단지),문수로2차아이파크2단지,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104797','KBA025138',1000000013,NOW(),1000000013,NOW());"
KBA025138,문수로2차IPARK(1단지),삼원(1408-1),,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108095','KBA025138',1000000013,NOW(),1000000013,NOW());"
KBA025138,문수로2차IPARK(1단지),삼원(1619-7),,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16128','KBA025138',1000000013,NOW(),1000000013,NOW());"
KBA026067,문수로2차IPARK(2단지),문수로2차아이파크1단지,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104796','KBA026067',1000000013,NOW(),1000000013,NOW());"
KBA026067,문수로2차IPARK(2단지),문수로2차아이파크2단지,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104797','KBA026067',1000000013,NOW(),1000000013,NOW());"
KBA028342,양우내안애팰리스,아키팰리스,,신정동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('115991','KBA028342',1000000013,NOW(),1000000013,NOW());"
KBA004834,옥동상아파크,상아파크,,옥동,남구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('14638','KBA004834',1000000013,NOW(),1000000013,NOW());"
KBA001870,현대하이야트맨션(1차),현대하이야트1,,동부동,동구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6207','KBA001870',1000000013,NOW(),1000000013,NOW());"
KBA001870,현대하이야트맨션(1차),현대하이야트2,,동부동,동구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6211','KBA001870',1000000013,NOW(),1000000013,NOW());"
KBA006320,현대하이야트맨션(2차),현대하이야트1,,동부동,동구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6207','KBA006320',1000000013,NOW(),1000000013,NOW());"
KBA006320,현대하이야트맨션(2차),현대하이야트2,,동부동,동구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6211','KBA006320',1000000013,NOW(),1000000013,NOW());"
KBA015096,그린카운티,그린카운티1단지,,달천동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17343','KBA015096',1000000013,NOW(),1000000013,NOW());"
KBA015096,그린카운티,그린카운티2단지,,달천동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17344','KBA015096',1000000013,NOW(),1000000013,NOW());"
KBA015096,그린카운티,그린카운티3단지,,달천동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17345','KBA015096',1000000013,NOW(),1000000013,NOW());"
KBA015096,그린카운티,그린카운티4단지,,달천동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17346','KBA015096',1000000013,NOW(),1000000013,NOW());"
KBA019774,"달천아이파크(2차,3차)",달천아이파크3단지,,달천동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25122','KBA019774',1000000013,NOW(),1000000013,NOW());"
KBA019774,"달천아이파크(2차,3차)",달천아이파크2단지,,달천동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25125','KBA019774',1000000013,NOW(),1000000013,NOW());"
KBA029027,드림인시티에일린의뜰1차,울산드림인시티에일린의뜰1차,,매곡동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109229','KBA029027',1000000013,NOW(),1000000013,NOW());"
KBA027956,서희스타힐스블루원,울산블루마시티서희스타힐스블루원,,산하동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107734','KBA027956',1000000013,NOW(),1000000013,NOW());"
KBA028580,블루마시티효성해링턴플레이스(1.2단지),울산블루마시티서희스타힐스블루원,,산하동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107734','KBA028580',1000000013,NOW(),1000000013,NOW());"
KBA028580,블루마시티효성해링턴플레이스(1.2단지),블루마시티효성해링턴플레이스1단지,,산하동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109255','KBA028580',1000000013,NOW(),1000000013,NOW());"
KBA028580,블루마시티효성해링턴플레이스(1.2단지),블루마시티효성해링턴플레이스2단지,,산하동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109259','KBA028580',1000000013,NOW(),1000000013,NOW());"
KBA026780,대암훼미리(1차),대암훼미리(101동),,중산동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13481','KBA026780',1000000013,NOW(),1000000013,NOW());"
KBA011270,대동황토방(대동2차),대동황토방,,천곡동,북구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11586','KBA011270',1000000013,NOW(),1000000013,NOW());"
KBA000877,신한다솜,천상신한다솜,,범서읍,울주군,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6650','KBA000877',1000000013,NOW(),1000000013,NOW());"
KBA024111,삼아(102동),"삼아(102,103,105동)",,삼남면,울주군,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26598','KBA024111',1000000013,NOW(),1000000013,NOW());"
KBA003075,온산덕신사원,울산덕신사원,,온산읍,울주군,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6703','KBA003075',1000000013,NOW(),1000000013,NOW());"
KBA008604,한그린(한주사원),한그린,,온양읍,울주군,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('14730','KBA008604',1000000013,NOW(),1000000013,NOW());"
KBA008604,한그린(한주사원),동호그린파크,,온양읍,울주군,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16283','KBA008604',1000000013,NOW(),1000000013,NOW());"
KBA003507,다운현대,울산다운현대,,다운동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('14732','KBA003507',1000000013,NOW(),1000000013,NOW());"
KBA027128,이편한세상강변,e편한세상강변,,반구동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105740','KBA027128',1000000013,NOW(),1000000013,NOW());"
KBA027128,이편한세상강변,천지강변,,반구동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105808','KBA027128',1000000013,NOW(),1000000013,NOW());"
KBA027128,이편한세상강변,한미강변빌리지,,반구동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112514','KBA027128',1000000013,NOW(),1000000013,NOW());"
KBA028348,번영로드림파크(도),드림파크(도시형),,복산동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('112591','KBA028348',1000000013,NOW(),1000000013,NOW());"
KBA004106,두강팔레스,두강팔레스맨션,,서동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6383','KBA004106',1000000013,NOW(),1000000013,NOW());"
KBA020541,마제스타워울산,울산마제스타워,,우정동,중구,울산광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('24826','KBA020541',1000000013,NOW(),1000000013,NOW());"
KBA026612,관동2차(근로자복지주택),관동2차,,내곡동,강릉시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106287','KBA026612',1000000013,NOW(),1000000013,NOW());"
KBA011035,노암한라(1단지),노암한라1차,,노암동,강릉시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5931','KBA011035',1000000013,NOW(),1000000013,NOW());"
KBA002711,입암4(주공),"입암주공4,5단지",,입암동,강릉시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5980','KBA002711',1000000013,NOW(),1000000013,NOW());"
KBA015190,입암5(주공),"입암주공4,5단지",,입암동,강릉시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('5980','KBA015190',1000000013,NOW(),1000000013,NOW());"
KBA016368,이안강릉타운(대우),강릉이안타운,,입암동,강릉시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17617','KBA016368',1000000013,NOW(),1000000013,NOW());"
KBA004313,"동해대동(1,2,3차)","동해대동,동회현대,북삼코아루",,동회동,동해시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6075','KBA004313',1000000013,NOW(),1000000013,NOW());"
KBA021929,럭키교동,교동럭키,,교동,속초시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6199','KBA021929',1000000013,NOW(),1000000013,NOW());"
KBA010578,금호대명,금호대명2차,,금호동,속초시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6261','KBA010578',1000000013,NOW(),1000000013,NOW());"
KBA014209,조양(2)주공,조양주공2단지,,조양동,속초시,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25736','KBA014209',1000000013,NOW(),1000000013,NOW());"
KBA009816,하송(주공1차),하송주공1단지(194-4),,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100672','KBA009816',1000000013,NOW(),1000000013,NOW());"
KBA009816,하송(주공1차),하송주공1단지(197),,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6841','KBA009816',1000000013,NOW(),1000000013,NOW());"
KBA009816,하송(주공1차),하송주공2단지,,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6846','KBA009816',1000000013,NOW(),1000000013,NOW());"
KBA009816,하송(주공1차),하송주공1단지(189-2),,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6854','KBA009816',1000000013,NOW(),1000000013,NOW());"
KBA010007,하송2차(주공),하송주공1단지(194-4),,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100672','KBA010007',1000000013,NOW(),1000000013,NOW());"
KBA010007,하송2차(주공),하송주공1단지(197),,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6841','KBA010007',1000000013,NOW(),1000000013,NOW());"
KBA010007,하송2차(주공),하송주공2단지,,영월읍,영월군,강원도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6846','KBA010007',1000000013,NOW(),1000000013,NOW());"
