법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
2871034025,인천광역시 강화군 화도면 사기리,,05,,,,사기리,2871034025,2871034025
2871034026,인천광역시 강화군 화도면 동막리,,06,,,,동막리,2871034026,2871034026
2871034027,인천광역시 강화군 화도면 흥왕리,,07,,,,흥왕리,2871034027,2871034027
2871034028,인천광역시 강화군 화도면 여차리,,08,,,,여차리,2871034028,2871034028
2871034029,인천광역시 강화군 화도면 장화리,,09,,,,장화리,2871034029,2871034029
2871035000,인천광역시 강화군 양도면,,06,,,,양도면,2871035000,2871035000
2871035021,인천광역시 강화군 양도면 하일리,,01,,,,하일리,2871035021,2871035021
2871035022,인천광역시 강화군 양도면 능내리,,02,,,,능내리,2871035022,2871035022
2871035023,인천광역시 강화군 양도면 건평리,,03,,,,건평리,2871035023,2871035023
2871035024,인천광역시 강화군 양도면 인산리,,04,,,,인산리,2871035024,2871035024
2871035025,인천광역시 강화군 양도면 삼흥리,,05,,,,삼흥리,2871035025,2871035025
2871035026,인천광역시 강화군 양도면 길정리,,06,,,,길정리,2871035026,2871035026
2871035027,인천광역시 강화군 양도면 도장리,,07,,,,도장리,2871035027,2871035027
2871035028,인천광역시 강화군 양도면 조산리,,08,,,,조산리,2871035028,2871035028
2871036000,인천광역시 강화군 내가면,,07,,,,내가면,2871036000,2871036000
2871036021,인천광역시 강화군 내가면 고천리,,01,,,,고천리,2871036021,2871036021
2871036022,인천광역시 강화군 내가면 오상리,,02,,,,오상리,2871036022,2871036022
2871036023,인천광역시 강화군 내가면 외포리,,03,,,,외포리,2871036023,2871036023
2871036024,인천광역시 강화군 내가면 황청리,,04,,,,황청리,2871036024,2871036024
2871036025,인천광역시 강화군 내가면 구하리,,05,,,,구하리,2871036025,2871036025
2871037000,인천광역시 강화군 하점면,,08,,,,하점면,2871037000,2871037000
2871037021,인천광역시 강화군 하점면 신봉리,,01,,,,신봉리,2871037021,2871037021
2871037022,인천광역시 강화군 하점면 장정리,,02,,,,장정리,2871037022,2871037022
2871037023,인천광역시 강화군 하점면 부근리,,03,,,,부근리,2871037023,2871037023
2871037024,인천광역시 강화군 하점면 삼거리,,04,,,,삼거리,2871037024,2871037024
2871037025,인천광역시 강화군 하점면 신삼리,,05,,,,신삼리,2871037025,2871037025
2871037026,인천광역시 강화군 하점면 망월리,,06,,,,망월리,2871037026,2871037026
2871037027,인천광역시 강화군 하점면 창후리,,07,,,,창후리,2871037027,2871037027
2871037028,인천광역시 강화군 하점면 이강리,,08,,,,이강리,2871037028,2871037028
2871038000,인천광역시 강화군 양사면,,09,,,,양사면,2871038000,2871038000
2871038021,인천광역시 강화군 양사면 철산리,,01,,,,철산리,2871038021,2871038021
2871038022,인천광역시 강화군 양사면 덕하리,,02,,,,덕하리,2871038022,2871038022
2871038023,인천광역시 강화군 양사면 북성리,,03,,,,북성리,2871038023,2871038023
2871038024,인천광역시 강화군 양사면 교산리,,04,,,,교산리,2871038024,2871038024
2871038025,인천광역시 강화군 양사면 인화리,,05,,,,인화리,2871038025,2871038025
2871039000,인천광역시 강화군 송해면,,10,,,,송해면,2871039000,2871039000
2871039021,인천광역시 강화군 송해면 솔정리,,01,,,,솔정리,2871039021,2871039021
2871039022,인천광역시 강화군 송해면 신당리,,02,,,,신당리,2871039022,2871039022
2871039023,인천광역시 강화군 송해면 숭뢰리,,03,,,,숭뢰리,2871039023,2871039023
2871039024,인천광역시 강화군 송해면 당산리,,04,,,,당산리,2871039024,2871039024
2871039025,인천광역시 강화군 송해면 상도리,,05,,,,상도리,2871039025,2871039025
2871039026,인천광역시 강화군 송해면 하도리,,06,,,,하도리,2871039026,2871039026
2871039027,인천광역시 강화군 송해면 양오리,,07,,,,양오리,2871039027,2871039027
2871040000,인천광역시 강화군 교동면,,11,,,,교동면,2871040000,2871040000
2871040021,인천광역시 강화군 교동면 대룡리,,01,,,,대룡리,2871040021,2871040021
2871040022,인천광역시 강화군 교동면 읍내리,,02,,,,읍내리,2871040022,2871040022
2871040023,인천광역시 강화군 교동면 상용리,,03,,,,상용리,2871040023,2871040023
2871040024,인천광역시 강화군 교동면 봉소리,,04,,,,봉소리,2871040024,2871040024
2871040025,인천광역시 강화군 교동면 고구리,,05,,,,고구리,2871040025,2871040025
