법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
4613034023,전라남도 여수시 남면 두모리,,03,,,,두모리,4613034023,4613034023
4613034024,전라남도 여수시 남면 유송리,,04,,,,유송리,4613034024,4613034024
4613034025,전라남도 여수시 남면 안도리,,05,,,,안도리,4613034025,4613034025
4613034026,전라남도 여수시 남면 연도리,,06,,,,연도리,4613034026,4613034026
4613034027,전라남도 여수시 남면 두라리,,07,,,,두라리,4613034027,4613034027
4613034028,전라남도 여수시 남면 화태리,,08,,,,화태리,4613034028,4613034028
4613034029,전라남도 여수시 남면 횡간리,,09,,,,횡간리,4613034029,4613034029
4613035000,전라남도 여수시 화정면,,57,,,,화정면,4613035000,4613035000
4613035021,전라남도 여수시 화정면 백야리,,01,,,,백야리,4613035021,4613035021
4613035022,전라남도 여수시 화정면 월호리,,02,,,,월호리,4613035022,4613035022
4613035023,전라남도 여수시 화정면 개도리,,03,,,,개도리,4613035023,4613035023
4613035024,전라남도 여수시 화정면 제도리,,04,,,,제도리,4613035024,4613035024
4613035025,전라남도 여수시 화정면 상화리,,05,,,,상화리,4613035025,4613035025
4613035026,전라남도 여수시 화정면 하화리,,06,,,,하화리,4613035026,4613035026
4613035027,전라남도 여수시 화정면 낭도리,,07,,,,낭도리,4613035027,4613035027
4613035028,전라남도 여수시 화정면 조발리,,08,,,,조발리,4613035028,4613035028
4613035029,전라남도 여수시 화정면 적금리,,09,,,,적금리,4613035029,4613035029
4613035030,전라남도 여수시 화정면 여자리,,10,,,,여자리,4613035030,4613035030
4613036000,전라남도 여수시 삼산면,,58,,,,삼산면,4613036000,4613036000
4613036021,전라남도 여수시 삼산면 거문리,,01,,,,거문리,4613036021,4613036021
4613036022,전라남도 여수시 삼산면 덕촌리,,02,,,,덕촌리,4613036022,4613036022
4613036023,전라남도 여수시 삼산면 서도리,,03,,,,서도리,4613036023,4613036023
4613036024,전라남도 여수시 삼산면 동도리,,04,,,,동도리,4613036024,4613036024
4613036025,전라남도 여수시 삼산면 초도리,,05,,,,초도리,4613036025,4613036025
4613036026,전라남도 여수시 삼산면 손죽리,,06,,,,손죽리,4613036026,4613036026
4615000000,전라남도 순천시,,03,,,,순천시,4615000000,4615000000
4615010100,전라남도 순천시 삼거동,,01,,,,삼거동,4615010100,4615010100
4615010200,전라남도 순천시 와룡동,,02,,,,와룡동,4615010200,4615010200
4615010300,전라남도 순천시 영동,,03,,,,영동,4615010300,4615010300
4615010400,전라남도 순천시 옥천동,,04,,,,옥천동,4615010400,4615010400
4615010500,전라남도 순천시 행동,,05,,,,행동,4615010500,4615010500
4615010600,전라남도 순천시 금곡동,,06,,,,금곡동,4615010600,4615010600
4615010700,전라남도 순천시 매곡동,,07,,,,매곡동,4615010700,4615010700
4615010800,전라남도 순천시 석현동,,08,,,,석현동,4615010800,4615010800
4615010900,전라남도 순천시 가곡동,,09,,,,가곡동,4615010900,4615010900
4615011000,전라남도 순천시 용당동,,10,,,,용당동,4615011000,4615011000
4615011100,전라남도 순천시 조곡동,,11,,,,조곡동,4615011100,4615011100
4615011200,전라남도 순천시 생목동,,12,,,,생목동,4615011200,4615011200
4615011300,전라남도 순천시 덕암동,,13,,,,덕암동,4615011300,4615011300
4615011400,전라남도 순천시 연향동,,14,,,,연향동,4615011400,4615011400
4615011500,전라남도 순천시 풍덕동,,15,,,,풍덕동,4615011500,4615011500
